gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,erro
aasm,lib/aasm/minitest/transition_from.rb,88061ec5104a,state machines,5.7,6,0,100,0.0,0,33.3,3,1,3,1.0,NameError: uninitialized constant Minitest
aasm,lib/generators/active_record/aasm_generator.rb,88061ec5104a,state machines,7.3,10,0,33,0.33,1,0.0,3,3,3,1.0,LoadError: cannot load such file -- rails/generators/active_record
aasm,lib/generators/mongoid/aasm_generator.rb,88061ec5104a,state machines,3,3,0,0,0.33,1,0.0,4,3,4,1.0,LoadError: cannot load such file -- rails/generators/named_base
active_model_serializers,lib/action_controller/serialization.rb,6934c8bd31f4,api builder and discovery,6.3,17,0,33,0.67,0,16.7,6,3,6,1.0,NameError: uninitialized constant ActionController::Renderers
active_model_serializers,lib/active_model_serializers/register_jsonapi_renderer.rb,6934c8bd31f4,api builder and discovery,10.3,17,67,100,0.0,0,0.0,3,3,3,1.0,NameError: uninitialized constant ActiveModelSerializers::Jsonapi::Mime
active_model_serializers,lib/generators/rails/serializer_generator.rb,6934c8bd31f4,api builder and discovery,4.5,9,0,75,0.0,1,0.0,4,3,4,1.0,NameError: uninitialized constant Rails::Generators::NamedBase
activerecord,examples/performance.rb,3989ebf3473d,orm/odm,1.9,3,67,44,0.0,1,0.0,9,4,7,0.778,LoadError: cannot load such file -- benchmark/ips
activerecord,lib/active_record/connection_adapters/mysql2_adapter.rb,3989ebf3473d,orm/odm,5.9,14,9,68,0.33,2,0.0,22,3,17,0.773,"Gem::MissingSpecError: Could not find 'mysql2' (~> 0.5) among 97 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activerecord:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activerecord,lib/active_record/connection_adapters/postgresql/database_statements.rb,3989ebf3473d,orm/odm,7.2,36,0,62,0.0,0,0.0,24,4,22,0.917,NameError: uninitialized constant ActiveRecord::ConnectionAdapters::PostgreSQL::DatabaseStatements::PG
activerecord,lib/active_record/connection_adapters/postgresql_adapter.rb,3989ebf3473d,orm/odm,8.4,63,4,56,0.8,1,1.0,100,5,61,0.61,"Gem::MissingSpecError: Could not find 'pg' (~> 1.1) among 97 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activerecord:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activerecord,lib/active_record/connection_adapters/sqlite3_adapter.rb,3989ebf3473d,orm/odm,8.7,51,5,59,0.6,1,1.4,74,5,55,0.743,"Gem::MissingSpecError: Could not find 'sqlite3' (>= 2.1) among 97 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activerecord:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activerecord,lib/active_record/connection_adapters/trilogy_adapter.rb,3989ebf3473d,orm/odm,6.0,17,17,70,0.33,2,0.0,23,3,18,0.783,"Gem::MissingSpecError: Could not find 'trilogy' (~> 2.7) among 97 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activerecord:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activerecord,lib/active_record/encryption/message_pack_message_serializer.rb,3989ebf3473d,orm/odm,5.5,9,0,75,0.0,0,0.0,8,3,8,1.0,"Gem::MissingSpecError: Could not find 'msgpack' (>= 1.7.0) among 97 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activerecord:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activerecord,lib/rails/generators/active_record/migration.rb,3989ebf3473d,orm/odm,5.3,10,0,50,0.5,0,0.0,6,4,5,0.833,LoadError: cannot load such file -- rails/generators/migration
activerecord,lib/rails/generators/active_record/migration/migration_generator.rb,3989ebf3473d,orm/odm,6.6,18,0,71,0.0,1,0.0,7,3,7,1.0,LoadError: cannot load such file -- rails/generators/named_base
activerecord,lib/rails/generators/active_record/model/model_generator.rb,3989ebf3473d,orm/odm,4.1,9,0,92,0.0,1,0.0,12,3,10,0.833,LoadError: cannot load such file -- rails/generators/named_base
activesupport,lib/active_support/cache/mem_cache_store.rb,3989ebf3473d,core extensions,8.3,22,11,78,0.33,1,5.6,18,3,18,1.0,LoadError: cannot load such file -- dalli
activesupport,lib/active_support/cache/redis_cache_store.rb,3989ebf3473d,core extensions,9.4,26,14,79,0.33,1,3.6,28,3,28,1.0,"Gem::MissingSpecError: Could not find 'redis' (>= 4.0.1) among 95 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activesupport:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activesupport,lib/active_support/cache/strategy/local_cache_middleware.rb,3989ebf3473d,core extensions,7.3,13,0,33,0.0,0,0.0,3,5,3,1.0,LoadError: cannot load such file -- rack/body_proxy
activesupport,lib/active_support/evented_file_update_checker.rb,3989ebf3473d,core extensions,7.5,26,0,82,0.0,0,0.0,17,3,17,1.0,"Gem::MissingSpecError: Could not find 'listen' (~> 3.5) among 95 total gem(s)
Checked in 'GEM_PATH=/private/var/folders/xt/zsl5k3z97rn823l5tt5fhfr40000gn/T/marta_p6_3ync3utc/gems_activesupport:/Users/mario/.rbenv/versions/3.4.10/lib/ruby/gems/3.4.0' , execute `gem env` for more information"
activesupport,lib/active_support/i18n_railtie.rb,3989ebf3473d,core extensions,16.3,47,100,83,0.0,1,16.7,6,2,6,1.0,LoadError: cannot load such file -- rails/railtie
activesupport,lib/active_support/message_pack/extensions.rb,3989ebf3473d,core extensions,6.7,90,0,92,0.2,1,2.7,37,5,34,0.919,LoadError: cannot load such file -- msgpack/bigint
activesupport,lib/active_support/message_pack/serializer.rb,3989ebf3473d,core extensions,5,10,0,50,0.0,0,0.0,8,3,8,1.0,LoadError: cannot load such file -- msgpack/bigint
activesupport,lib/active_support/xml_mini/jdom.rb,3989ebf3473d,core extensions,11,21,0,100,0.5,0,0.0,9,2,9,1.0,RuntimeError: JRuby is required to use the JDOM backend for XmlMini
activesupport,lib/active_support/xml_mini/libxml.rb,3989ebf3473d,core extensions,14.7,30,0,100,0.17,0,0.0,3,6,3,1.0,LoadError: cannot load such file -- libxml
activesupport,lib/active_support/xml_mini/libxmlsax.rb,3989ebf3473d,core extensions,7,17,0,86,0.67,0,0.0,7,3,7,1.0,LoadError: cannot load such file -- libxml
activesupport,lib/active_support/xml_mini/nokogiri.rb,3989ebf3473d,core extensions,15.3,30,0,100,0.2,0,0.0,3,5,3,1.0,LoadError: cannot load such file -- nokogiri
activesupport,lib/active_support/xml_mini/nokogirisax.rb,3989ebf3473d,core extensions,6,14,0,75,0.33,1,0.0,8,3,8,1.0,LoadError: cannot load such file -- nokogiri
addressable,lib/addressable/idna/native.rb,0c3e8589b23d,core extensions,6.2,11,100,100,0.5,0,0.0,5,2,5,1.0,LoadError: cannot load such file -- idn
better_errors,lib/better_errors/rails.rb,fde3b7025db1,error handling,4.3,7,0,67,0.0,1,0.0,3,2,3,1.0,NameError: uninitialized constant BetterErrors::Rails
better_errors,lib/better_errors/repl/pry.rb,fde3b7025db1,error handling,5.8,12,0,64,0.0,0,45.5,11,5,10,0.909,LoadError: cannot load such file -- pry
brakeman,lib/brakeman/checks.rb,fffc4837becb,code analysis and metrics,10.6,49,75,88,0.0,0,0.0,16,1,15,0.938,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/base_check.rb,fffc4837becb,code analysis and metrics,13.1,69,6,75,4.0,1,0.0,32,1,31,0.969,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_basic_auth.rb,fffc4837becb,code analysis and metrics,11.5,22,0,83,0.0,2,0.0,6,1,6,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_content_tag.rb,fffc4837becb,code analysis and metrics,27.3,59,0,71,0.0,3,0.0,7,1,7,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_create_with.rb,fffc4837becb,code analysis and metrics,15.8,19,0,75,0.0,2,0.0,4,1,4,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_cross_site_scripting.rb,fffc4837becb,code analysis and metrics,11.4,68,0,67,0.0,2,0.0,27,1,23,0.852,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_default_routes.rb,fffc4837becb,code analysis and metrics,13,31,0,67,0.0,2,0.0,6,1,6,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_deserialize.rb,fffc4837becb,code analysis and metrics,11,28,0,70,0.0,2,0.0,10,1,9,0.9,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_detailed_exceptions.rb,fffc4837becb,code analysis and metrics,10.8,25,0,75,0.0,2,0.0,4,1,4,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_dynamic_finders.rb,fffc4837becb,code analysis and metrics,9.2,21,0,100,0.0,2,0.0,4,1,4,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_evaluation.rb,fffc4837becb,code analysis and metrics,14.2,28,0,100,0.0,2,0.0,4,1,4,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_execute.rb,fffc4837becb,code analysis and metrics,19.8,100,0,85,0.0,2,0.0,13,1,13,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_file_access.rb,fffc4837becb,code analysis and metrics,14.2,38,0,100,0.0,2,0.0,5,1,5,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_forgery_setting.rb,fffc4837becb,code analysis and metrics,23,38,0,33,0.0,2,0.0,3,1,3,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
brakeman,lib/brakeman/checks/check_i18n_xss.rb,fffc4837becb,code analysis and metrics,13,22,0,100,0.0,2,0.0,3,1,3,1.0,saida abrupta: Please install the appropriate dependency: ruby2ruby.
